	COLD_CONTROL_12H_SHOOT_REP1.cel	COLD_CONTROL_12H_SHOOT_REP2.cel	COLD_6H_SHOOT_REP1.cel	COLD_6H_SHOOT_REP2.cel	COLD_12H_SHOOT_REP1.cel	COLD_12H_SHOOT_REP2.cel
248088_at	9.80080090279861	9.71612967468383	9.58744536575112	9.59805577737803	9.850793692312	9.80522526192725
248089_at	5.38322008296455	5.45508831617192	5.49118705440976	5.34632205583324	5.56032548815515	5.69509942992115
248090_at	3.80481407434358	3.74996629076775	3.80782616439646	3.9159715465892	3.87431759799676	3.76046040760814
248091_at	7.83871704574637	7.71901465662707	7.03669711119557	6.81038657437051	6.26717280048626	6.29491118982692
248092_at	6.59768687294996	6.90978694437083	5.73827034419046	5.68575453664443	5.65031400154288	5.65355450446854
248093_at	8.22697816024689	8.2325488409254	7.91420059913183	7.7419462128415	7.56398302894961	7.68143735091894
248094_at	10.5406408635134	10.5203761208101	9.97644312222767	9.98053656882706	10.0544854147049	10.1202454459486
248095_at	9.24404854155885	9.15257493121602	8.75766031198179	8.65534202447542	8.52909637536948	8.38538539902432
248096_at	5.31979891265903	5.30136933107436	5.31979891265903	5.35915140848352	5.40617033871494	5.3430248747977
248097_at	8.26930472215026	8.25241777143568	7.75600331511473	7.72387177590969	7.73543662334036	7.70334694565597
248098_at	9.55932027642649	9.54707641564798	9.21283747932043	9.00657216262594	9.20053158081921	9.22361181233032
248099_at	8.98201607348808	8.822138747313	8.58410722860083	8.3802182653168	7.83845443417324	7.98018670720191
248100_at	8.92039828205782	8.81233056021194	9.9574285338544	10.2978769759952	12.4588400973263	12.5792455256756
248101_at	7.14084696656804	7.04264231645519	6.81402074374797	6.83888084651855	7.59083867578489	7.71205453232941
248102_at	6.36858611027086	6.42113155611711	6.27586197055879	6.40240872781937	5.88764834083302	5.90180801053177
248103_at	9.9408902071902	10.0558329744782	9.7552541855696	10.0741715317586	9.59859916267339	9.77408409764222
248104_at	5.74467408213041	5.94301915733917	6.73928837086146	6.46266922412988	6.65308952926404	6.7602463286002
248105_at	9.60321312404667	9.6253775324354	9.39330071871018	9.55398536882179	9.9373381427272	9.90447196085713
248106_at	7.6077573581445	7.6281573306479	7.07213577086305	7.01038036795681	7.09421544648833	7.09962217602902
248107_at	9.96917405320329	9.99306321007418	9.91938578183699	9.99293669282934	9.96930057044814	10.0000083180484
248108_at	8.58330266746431	8.5104328903344	8.19450136375094	8.40119962833148	8.13759519475693	8.06730436104904
248109_at	8.16490101827196	8.11371290207297	8.37108887794555	8.17908938829366	8.21644288270772	8.35501244442905
248110_at	5.067551896338	5.1183133861809	5.23910131618464	5.24141990839862	5.22655582929386	5.03917786030077
248111_at	5.18806829534729	5.29555162669028	5.50469062405041	5.52132702650087	5.45363627798488	5.58712663716617
248112_at	4.91253146256322	5.24167322502534	4.86448260336772	4.92451363112262	5.14797673426396	5.08466508710341
248113_at	5.77224632937173	5.65707046088411	5.91836038170765	5.6492479865895	6.19155013803742	6.22387006041772
248114_at	4.67135815925135	4.82743948011658	5.11588872998805	4.83654482106716	4.94133592289512	4.91189604652707
248115_at	8.96197770581337	8.94493956025912	8.7394156962664	8.69282224226999	8.5996956372031	8.5295762349514
248116_at	4.64226233959046	4.72680694375924	4.76661498078293	4.62554617244681	4.86787803593819	4.74092058113365
248117_at	8.17640630515266	8.15512649222296	7.80690357917678	7.75385818379883	7.51451569662945	7.69266563653
248118_at	7.2429961683982	7.3456285637385	7.42921783045769	7.32071079897798	6.77526347128076	7.1819492950526
248119_at	7.48386375077344	7.56787027498325	7.81803516486007	7.73308363553609	7.134973789579	7.19357373817983
248120_at	10.5293226182219	10.6128622392423	10.5763817670399	10.3932986700765	10.5365150678516	10.4741436981072
248121_at	5.85026731109915	5.85925560628217	5.76643486935764	5.64605939496918	5.80230515553253	5.62216147545986
248122_at	4.10062960723559	4.09967756707364	3.94942832801262	4.06963597233648	4.22279283190103	4.15418195055116
248123_at	4.80096231225158	4.7066347745633	5.81402838317031	5.7906259790128	5.39881026118634	5.20898822623712
248124_at	7.8679855352939	7.88830599483533	7.84335282689887	7.5727186640188	7.04810180874672	6.98755689919612
248125_at	4.27896772769378	4.17216537951304	4.19074749941124	4.11386597566613	4.45596935817748	4.38242711882146
248126_at	10.8823483845604	10.8427297123799	10.5047671335444	10.4515391098309	10.6296314862204	10.7157972540209
248127_at	8.74102654991615	8.72639800164488	8.77182550656712	8.79556427003153	8.72793947355177	8.81514383585708
248128_at	14.0519790215659	14.2506211133932	13.7340479514824	13.6809307253862	13.675359176343	13.6649038584327
248129_at	6.34358725313859	6.20986678030955	6.36868176031542	6.59939385176071	6.82763337294394	6.85099519018062
248130_at	4.49159288718519	4.6007843314849	4.59742909530497	4.61490793724914	4.67317829053483	4.63394035936804
248131_at	7.2981153123691	7.34646794942351	7.08915432036235	7.09367274357095	7.34417391319569	7.3631306017894
248132_at	7.17464796829182	7.17759885556888	7.19742234438927	6.80397206854184	6.74805873260587	6.97352368458556
248133_at	5.19064015458173	5.28180723893715	5.25625858730203	5.13953115951913	4.94926276561648	5.11620649646065
248134_at	7.66817238534064	7.94426422752619	7.58150492983163	7.46161445804222	7.19008985079736	7.06985073146395
248135_at	6.12837603825825	6.11332153677066	5.92853204117488	5.71207022887287	6.07577547389871	5.95176140094317
248136_at	6.72485140165353	6.77262233316309	6.57267948445117	6.90030495658251	7.31802338067578	7.11946867162464
248137_at	3.77193296699594	4.0833159547259	3.89602777315832	3.88000880992071	4.16979821553759	3.84138826257338
248138_at	9.64189970250475	9.62440112428436	9.97874034371161	10.3274309870706	11.4495553963229	11.304817778398
248139_at	8.34119617333251	8.2482259618404	7.96409798011801	7.78066029697266	7.82443745961858	7.84291891867242
248140_at	8.87201502964307	8.87594718358291	8.59816824415999	8.26353772558463	7.23220346210719	7.54863506560199
248141_at	3.53458233141526	3.59750950555809	3.48994491577215	3.54314676788691	3.6486560505544	3.68357067912148
248142_at	7.02387029494353	6.93017226133108	7.50751450284447	7.46064093005254	6.95725117569219	7.0325984336781
248143_at	5.32490430144376	5.2238106193827	5.38976321560705	5.39334351523224	5.42062241727798	5.22739091900789
248144_at	8.66125376521466	8.69279207900063	8.60019016531333	8.63132783917198	8.6424986147417	8.53974726216201
248145_at	6.37529963109411	6.70666818584673	5.84212059397514	5.92400562148045	5.95335252518273	6.05402447010893
248146_at	11.4715972864764	11.6626645090851	12.5668527346129	12.4812733044719	12.3281734462963	12.5283730566037
248147_at	9.11672373846653	9.09526901935998	8.92543818347236	9.04833032931043	9.09116071128481	9.12673144832952
248148_at	7.98553692131797	7.8300367133243	8.03636260436887	8.05474222961502	9.00618105953251	9.02342110389076
248149_at	8.9988590990894	9.00412606360014	8.84799882008823	8.58282996828387	8.9352259555154	8.99944592442117
248150_at	7.25582468303253	6.97178205565538	6.94432513037676	6.87612984931151	7.12536700787702	6.96535671275847
248151_at	12.0741458893978	12.0532450218153	14.2472857031836	14.1971717274662	14.1417891664666	14.1323035202376
248152_at	6.35036429142106	6.36720444802638	6.59990019468477	6.64124691802959	6.71873428405585	6.60760150992071
248153_at	9.1012593240588	9.0675511044397	7.98804629386397	8.06328729110317	7.42554797980779	7.65351434743484
248154_at	4.65644657738573	4.8574876899499	4.77306377751946	4.85300779951808	4.86395494708122	4.93076890010475
248155_at	10.0258149010304	9.9929535804986	9.45209601638266	9.08233890399476	8.84925276717206	8.95130178830679
248156_at	3.79199616030588	3.75292597922296	3.83405344043482	3.73864861449311	3.79088821511874	3.80863677097979
248157_at	4.23090730804565	4.39458226070267	4.31704572289932	4.23801909222868	4.31628951761379	4.22340329618542
248158_at	8.80837341634465	8.76440063710606	8.34912920674091	8.46104663396275	8.64162137129522	8.55351270207314
248159_at	4.15014535069789	4.25669299516761	4.24932670918319	4.29143309525241	4.31459310894846	4.19850240946318
248160_at	5.56723091927722	5.59246822457725	10.6680102977954	10.5517061127214	10.600418938186	10.5708813581534
248161_at	3.94425922245252	4.03436437601721	4.04805550378927	4.06269102359023	4.17208099283082	4.16830977637215
248162_at	9.36970663398077	9.48270855374017	9.51888719606091	9.53455790540529	9.3801805430777	9.42160431199865
248163_at	7.26286890726295	7.10613525180562	9.01439336107557	8.37938161731079	7.87773838600445	7.34885540271649
248164_at	4.59617878727623	4.59344992798521	6.30423080398257	5.82486995337105	5.08332924493934	5.13292793724223
248165_at	8.93904317396237	8.93398240933607	8.89136021076551	8.91640894666861	8.99705561094636	8.96828386690311
248166_at	6.76779749711629	6.70445875717904	6.4262259567165	6.36236173120484	6.19857706770093	6.15924489488738
248167_at	7.02228355484736	6.96757450122517	7.2757458795334	7.12154966029148	6.92444038993234	6.77250111199145
248168_at	5.42894184075113	5.31270039541611	5.25596700395849	5.22075795417916	5.3503368667186	5.38991554541851
248169_at	8.38862170713805	8.79630276686432	6.60476729827479	6.36331175753297	6.24002714450689	6.4282990915697
248170_at	4.02256246106162	4.02256246106162	3.90341581224581	3.9515342419184	4.18155939966161	4.07138728431755
248171_at	9.97887589609264	9.91962057088813	9.88334846862931	9.92753706237052	9.73760688172827	9.82055538463397
248172_at	7.2068572366428	7.08055543000722	6.72535241580696	6.72511161289743	6.30787622143991	6.38649928791435
248173_at	8.71972711545847	8.66901916374495	9.17798205709881	9.52888827738442	9.4969943361073	9.53877379167368
248174_at	12.3318740616168	12.3950970044585	12.0299672874944	11.9557969124747	11.8717835329826	11.9571440796543
248175_at	8.88739121819924	8.82433855203811	8.6073726530658	8.63381681433663	8.04253169888714	8.08305833372139
248176_at	6.71548674785753	6.55758371639239	6.15489499553894	6.18864066398981	6.60497003340062	6.54422805117522
248177_at	8.74639479828028	8.77857154313519	8.43667341931153	8.3222800085067	7.5958323826512	7.44030059304087
248178_at	4.44234390782389	4.41852217158837	4.40973189347857	4.50705749932298	4.4211620587276	4.53395364590432
248179_at	8.04346996918146	7.96839446139774	8.21308824211626	8.05153553808331	6.88050669866546	6.64447635784712
248180_at	9.01723993117327	9.03863119489306	9.20730051241907	9.06297108857544	9.54987178513332	9.57162175428231
248181_at	10.8274360212763	10.746596413179	9.97210162160431	10.1063291182294	10.099660040445	10.1449137980635
248182_at	3.67955409014179	3.71222673717847	3.75900593414917	3.76187482467094	3.65682215443976	3.73952970287216
248183_at	4.23573590352992	4.32976481135078	4.11412913446885	4.31883268747956	4.33576981632771	4.38464061376035
248184_at	3.7635263979513	3.71051243064466	3.73773018562529	3.86376052376457	3.78492069121934	3.77942390340133
248185_at	7.49964384430924	7.17649102980781	7.26140303091034	6.8377343735927	7.32752213477193	7.16426358090685
248186_at	10.4541510599304	10.4341567441556	8.61335147194907	8.19392491034563	7.46846593513422	7.74428793575689
248187_at	9.23343321544211	9.28640342373583	8.44251345695815	8.20244020644786	8.09541808419162	8.23617585265462
248188_at	3.89790617920486	3.92981098163274	3.92981098163274	3.93604883215783	3.79723433157524	3.99520190049605
248189_at	6.8048630627411	6.7618287595077	6.39421141537241	6.37912318626486	6.16983357799377	6.48283911181691
248190_at	6.66970734765543	6.72982319911263	8.4319854736666	8.49231158074427	7.69161451741988	7.73537567944253
248191_at	7.58118373591716	7.50975753362022	9.7544565184781	9.4793497154767	8.8898520019446	8.91353097945401
248192_at	6.42809200622043	6.40645750874754	6.15732999788964	6.07182381848074	6.07186919955545	6.18720050976214
248193_at	8.4523237395105	8.1345581271214	8.26230001370803	8.24671774203376	7.94725532724731	7.7159962915192
248194_at	4.03521944395501	4.02840381032038	4.14340319619401	4.10725562704062	4.03135831562048	4.0645626779783
248195_at	8.12515003183507	7.89934335148916	9.13374313572627	9.11833784196479	9.16013768185391	9.25779848611909
248196_at	4.90290361260841	4.86903132198781	4.71028152609447	4.8453167016129	4.92249709343143	4.81645260845352
248197_at	6.12113997013825	6.2271532791291	6.66863572354165	6.51686488091267	6.5966799213802	6.74145315169321
248198_at	6.65841901018667	6.56366339330371	6.52303442371565	6.47166702140669	6.09262693868107	5.96466799555369
248199_at	8.41247496304793	8.59409624729015	7.07390479848053	6.94801834459137	6.55977755146013	6.68050350511335
248200_at	9.88172729839812	10.0953855214143	11.3643018105248	11.3296917278607	11.0788393501827	10.8772440627976
248201_at	8.16346227256935	7.93770372567513	7.20996682675732	7.08578914327276	7.16743482926	7.35999421680678
248202_at	5.86469650753377	6.04186575681543	5.94204061755438	6.09625103312902	6.17083580889244	5.99544487756905
248203_at	3.89487410326968	3.85440229095808	4.01148877157377	3.91018351200786	3.99037960039397	3.96611542029219
248204_at	7.28933541462191	7.16133894883377	7.3170948944652	7.0831588296291	6.6165950418562	7.16707060065447
248205_at	4.88065273912278	4.8244756965664	5.22108562832575	4.87585635990464	5.79016227554741	5.44359169337358
248206_at	6.83041825495156	6.97101654878861	6.94481484181416	6.93768453221255	7.14526890529092	7.06003936255757
248207_at	8.50097660257261	8.49435586361666	9.62387791893856	9.61927874059608	9.88454425746047	10.0057599081693
248208_at	4.62334083556782	4.6766066511763	4.78349436271277	4.91040032662508	4.99583719622441	5.0087205748672
248209_at	4.37116721250134	4.43757906624806	4.33433558478525	4.39859949430114	4.65075403258432	4.67450535441231
248210_at	4.35233211049935	4.49289239072323	4.34517354691899	4.29742928417848	4.33786142489221	4.42974877865212
248211_at	4.59573581906847	4.62925684429167	4.4961178088087	4.55587220757822	4.55734669660129	4.66382918088583
248212_at	4.50141683623233	4.51207407587344	4.55204443284116	4.52690362219546	4.58171655218283	4.64337138958489
248213_at	5.82886695529491	5.91901525434299	5.9500251935416	5.96661278374586	6.00042280932595	5.95928205572954
248214_at	4.94768969308695	5.17696890247488	5.23885333486463	5.00188379352358	5.12483612182888	5.00539921865142
248215_at	4.14124295899118	4.26168728780119	4.18943708788326	4.17286876451078	4.20690953147244	4.2550198050547
248216_at	3.67918651759514	3.69703070370781	3.70279027103078	3.6423421537692	3.63898120663428	3.77137937853566
248217_at	11.596434167548	11.6433685729535	11.5150827000582	11.5374261892041	11.5526913605739	11.5707965157569
248218_at	5.71165938566807	5.65010605598207	5.69218756859432	5.66618682813577	5.8799245253429	5.89230375543856
248219_at	8.64870460110313	8.52485935668565	8.43356625909605	8.33178069966701	8.46351519428645	8.70696241936684
248220_at	8.1654819938781	8.33181410798745	7.97128504627391	8.09071808035069	7.76703320828192	7.96343351303311
248221_at	8.79012677110301	8.7726665878399	8.3684605012451	8.44195587770608	8.06694747983996	8.04410859115042
248222_at	8.16213763732354	7.99273151252059	9.09603647120553	9.151569823359	8.64122519200615	8.44808230279066
248223_at	7.8458042136833	7.91035128233972	7.89361182176902	8.12067987160222	7.93822019920363	7.99518260550654
248224_at	11.070249599148	11.0566980818387	10.7134145589545	10.6431596174625	10.6318752401645	10.7490172382528
248225_at	5.33872527548195	5.43824637724384	5.72277399292718	5.44972932593555	5.60312684842676	5.63441818585718
248226_at	6.05297708987756	6.06889573569839	6.0075945439387	6.09282482734102	6.03996748510739	5.96063129747582
248227_at	3.81261550849925	3.83352930873757	3.73331153449988	3.65126396385747	3.84820940770399	3.79217999938183
248228_at	6.84843709166307	6.93440785585903	6.82104223133402	6.89397685878121	6.43582938198403	6.6833008495609
248229_at	4.59385043330846	4.64589088627659	4.65963617194752	4.61930787268964	4.84593007381502	4.6853467138185
248230_at	6.73073022165791	6.65529956712932	6.64320969891423	6.40119263541202	6.2519277638775	6.14755770128136
248231_at	6.12991794296697	6.16784127918758	5.95406699346865	6.48144134855879	6.43401164723716	6.41276914847151
248232_at	7.13808602865242	6.99315803626862	6.88545790428232	6.59238294040884	6.6571014106513	6.4371525001839
248233_at	5.00873419622895	5.08932016327567	5.22006032438514	5.09674462248799	5.00811710925434	5.0716347699346
248234_at	10.1997642857026	10.1813623816233	9.78488200135214	9.74933297577976	9.61580781058327	9.6936529624438
248235_at	10.0369031424702	10.0125015554769	9.88870439513697	9.97491791254787	9.76186542217989	9.79338290193698
248236_at	4.97725593935436	5.1219051755373	5.33359517098411	4.92783870774487	6.64338940783969	6.64740485508926
248237_at	6.94703189739003	6.80351477308207	6.66163332119307	6.55960343194867	6.63936010259016	6.48779154662395
248238_at	8.26447207631542	8.00942563491265	7.93583936466798	8.02928943705785	7.66626723636375	7.71457129371597
248239_at	6.23755858216708	6.28111643951989	5.88209813068561	5.96155630337773	5.94168609363035	5.98275797968408
248240_at	5.54763490920885	5.46786636101403	5.59164003294313	5.73884858296953	5.65208585387616	5.75973180896723
248241_at	4.07462115731072	3.95824849746337	4.04486830776524	4.10657890215265	4.13493175418998	4.12445318806189
248242_at	10.8411018392032	10.7502230732496	10.089078244103	10.0536287473019	9.84898857190617	10.0115735784497
248243_at	7.32738930660865	7.12760137551044	7.62522450886885	7.72051393261482	8.01088528223919	7.99805276021625
248244_at	5.48364270009318	5.55149589603708	5.42853759947681	5.31658005469445	5.54513253662189	5.67241569124214
248245_at	5.05394437529086	5.39690770943415	5.29485617894433	5.36089039261878	5.58028104654492	5.42646215843233
248246_at	7.23616320657664	6.97427938142322	6.36427865667756	6.05877801415192	5.71066110522615	5.67322919568764
248247_at	6.14950023310074	6.33519387723687	6.24515522572083	6.53724083007198	6.20256383457895	6.15297549691
248248_at	8.84652806476961	8.78438287703294	8.72592659561468	8.46674034563847	8.96850581423475	8.90586888368675
248249_at	8.48718272191706	8.28501259814876	8.14210234539288	8.00519856493752	8.22535731252856	8.32113724090813
248250_at	8.51662371292261	8.51193862208945	9.08005646503481	8.91981006934712	8.78132091627889	8.65582079793586
248251_at	5.3541854621399	5.29612093176878	5.19012485031132	5.07971642035394	4.86406900236517	5.12952038030402
248252_at	5.32278255111218	5.40937569973141	5.71070479907583	5.63289278161085	5.51765136495436	5.64003578685523
248253_at	4.69558456514987	4.70315032703452	7.03213178965628	7.55596294866498	6.97235243138719	6.65991032001739
248254_at	4.03903162691409	4.07220501622971	4.23363581526546	4.17002892616702	4.23678792126227	4.20243787413007
248255_at	10.7609385736047	10.7928155773933	10.4957163704233	10.4908494308932	10.270148946541	10.4292148680582
248256_at	7.04320165489121	7.06087383457957	6.42336328611844	6.4951969137397	6.19982227182812	6.33870578633541
248257_at	4.79839253083798	4.95510502308229	4.95228189598222	4.96810534831611	4.9653733141283	4.91604327473816
248258_at	7.70287313459568	7.75097102475817	7.83139506170456	8.12197900186966	7.95962096484717	8.01911487047419
248259_at	8.28021334559656	8.38238823257538	8.3960416581902	8.11431545077996	8.34651160433242	8.39805648531506
248260_at	5.15010401624407	5.01960360402613	5.02253919774814	5.22056899811843	5.39344283845296	5.20527820942417
248261_at	8.00552448160556	7.97153439398802	7.56736230914964	7.39148439288761	7.38290117729771	7.50758147463501
248262_at	8.40108324332237	8.28759327650332	7.99448041470194	7.8215241334616	7.74265928676094	7.77554064083884
248263_at	9.90861992212468	9.84851961879714	9.83027658627492	9.56303151321028	9.34698265779985	9.30597096256777
248264_at	8.77067003930626	8.78242500006228	8.97508984226773	9.09050937097428	9.11792924508375	9.08890236144452
248265_at	6.7548628862027	6.54351359073141	6.78348125818345	6.70626319126983	6.27955772358067	6.08812227600419
248266_at	8.23656160771721	8.29386252591734	8.35492317698411	8.35663523714226	7.9952366657144	8.27726819225317
248267_at	11.1124662789511	11.146720169717	9.98272813830138	9.93233039400936	9.83984222273038	9.64826365747173
248268_at	8.19815600031321	8.24436061853561	8.31451165110055	8.30022087867058	8.25272492500487	7.92564241408624
248269_at	7.63371030301137	7.59094850919026	7.57969606331629	7.55716135734268	7.6376713183141	7.63780007924975
248270_at	12.0533603522969	11.737058781981	8.77669979094049	9.45590477755752	9.70900183262132	9.71690934346704
248271_at	8.87394808455528	8.84885393801684	8.70961213227327	8.77465871262632	8.91221496285853	8.80903314077556
248272_at	8.04970781297759	8.20782596415261	8.19606851738766	8.12489469466405	8.1358687531968	8.15218961779433
248273_at	7.40496715255516	7.40575686027913	8.58138573592292	8.62644686801092	7.77098596860841	7.70057654509619
248274_at	4.93928516788272	4.96696914134216	4.89922222275091	4.79086497912883	4.89379835043746	4.94807601122682
248275_at	4.2124874752002	4.36853272871497	4.2794760162747	4.3445016149406	4.45534923038171	4.49235139626062
248276_at	9.03140090305254	9.27514929661188	8.93645366854098	8.97564580245708	8.2501298269685	8.23174974960842
248277_at	5.79703579136612	5.99671523133189	6.30431876778639	6.27424208097709	6.3921547648213	6.28419220359604
248278_at	5.29533656496298	5.43609153574726	5.67579782613739	5.55065017261647	5.35482742634349	5.3571057560826
248279_at	6.5713265688797	6.52156128023259	6.21348047541198	6.19703565606204	6.38929964240686	6.46008669867058
248280_at	6.03907383465778	6.05068965368358	6.02335313991294	5.96918985506879	6.05613073605742	6.01330339414656
248281_at	7.84576351543363	8.00387218649892	7.74409263634741	7.74461224416749	7.96347444465555	7.92438517173222
248282_at	6.61050122103053	6.41720021702221	6.76044074085832	7.13551573083693	6.03625304052602	5.85603015930186
248283_at	10.1266913862956	10.2439691629219	10.5316874414166	10.7521919012754	10.5366249618072	10.6517722049092
248284_at	5.81219759514824	5.84739389096634	6.07577547389871	5.90603697553479	6.19682896261738	6.15164381493338
248285_at	9.6957989602615	9.66749874779429	9.49501215795327	9.39473824531778	9.15101653017243	9.3747921360057
248286_at	5.31954423597573	5.19119099228995	4.46209352399038	4.74221178114479	4.71432866277627	4.48976322197283
248287_at	10.4649461464695	10.4880855206598	10.1279030022687	10.1841339560573	9.8840502962704	9.95619188877687
248288_at	10.5831209284754	10.5203220069158	10.1149558306897	10.0564531458349	10.2773466370874	10.3640880097265
248289_at	6.71081314625279	6.80171428405776	6.05421931680622	6.00852562915008	6.31702030346873	6.26553361710337
248290_at	7.13408392760707	7.16838929457081	6.67609932168218	6.69854121596321	6.89998046011178	6.83621933377495
248291_at	8.16793506630919	8.10015248137008	6.92526517710002	6.69760353018331	6.33816944295284	6.201274237886
248292_at	6.56495678335926	6.56442843347539	6.25234289671997	6.06810038792329	6.26234645867942	6.21002884179598
248293_at	9.37461744104889	9.22967397221446	9.80127062953791	9.95337138264574	9.87199312407831	9.97060604443408
248294_at	6.52999866406649	6.29311034413026	6.42833978530517	6.86366255600861	6.46992976547717	6.69535306871653
248295_at	6.41012224934772	6.44923244647166	6.28724488190803	6.53258009091541	6.39534246869498	6.21870319876306
248296_at	7.05492636018844	7.06118748710292	6.69539974254948	6.51503347084906	6.55828635816561	6.47551768969263
248297_at	4.29926101950805	4.30514450620797	4.20529848942089	4.33827427219509	4.40863448449179	4.25577081924578
248298_at	5.63234423309598	5.70576482968518	5.66519380189363	5.69005703665798	5.64035832002043	5.68601633220431
248299_at	6.33353641145216	6.36493058159567	6.01917517198006	6.26736621980379	6.08536108655642	6.12759246846721
248300_at	8.07457547692613	7.97850019322777	8.10561825963657	8.07632598959446	8.58191764387904	8.53396983050652
248301_at	7.40890004976071	7.41899020142266	6.74285953298763	6.73221043565068	6.85161895099819	6.6959751202466
248302_at	9.45002714026485	9.6786548697252	8.94456237488374	9.1616944278118	8.15426330897429	8.29153404611565
248303_at	10.0908918052781	10.0523991040058	9.50032516704061	9.55512387298103	8.9145570217212	8.92389608587473
248304_at	8.67876826022596	8.68836319246646	8.65044537138815	8.61600014892086	8.5447626195093	8.43129303581154
248305_at	8.85735733780601	8.71743851212865	8.69336009337825	8.48150229272848	8.28130146731787	8.24266988011041
248306_at	5.60202043614652	5.74999505260503	6.4176525863037	6.75258416793635	6.94182295427079	6.75048132676189
248307_at	5.89634714937807	5.87789566174953	5.2452012774063	5.20123885051089	5.23058492998912	5.27532512227746
248308_at	8.49025616834795	8.40948671624707	8.38319088768921	8.24220014763695	8.61553487205313	8.54629227312042
248309_at	9.7390791600223	9.6908153573208	8.57549312213379	8.41816204131854	8.51729347198583	8.35306739992132
248310_at	7.77738125457654	7.76650997370264	6.5670112980999	6.52525292463539	6.43625798851179	6.63297905636767
248311_at	6.52353255011604	6.6584213174894	10.1410842660206	10.4121647886962	9.9182229009539	10.0054201534388
248312_at	6.51141266704449	6.533516868975	7.59598358387875	7.87183707120073	8.1268308089399	7.97880625642048
248313_at	7.88223453643826	7.81475941246826	8.99472420535334	8.96181810516313	9.37431012276411	9.37994206218884
248314_at	4.28433915418361	4.30823902405642	4.24076181860042	4.29344813587883	4.30742260634555	4.27214498940579
248315_at	5.10125199051434	4.87312359896768	4.3871415424309	4.41399416623764	4.46589426267678	4.46714215369296
248316_at	3.87842494257654	3.75613105838648	3.80624317941419	3.92451456298772	3.83763143226022	3.84571302654624
248317_at	3.60527665117478	3.60191945353348	3.57625614907788	3.53772217771029	3.6316920833747	3.614170296112
248318_at	3.74354779133175	3.80347612651707	3.76749268233757	3.76298415564025	3.77771763737869	3.72209048495112
248319_at	5.12066294629453	5.23335265595106	5.1771983593811	5.28104045752607	5.34096697690814	5.22725406285816
248320_at	3.83407547336242	3.76755579007537	4.09196126677963	3.82879848503358	3.89487410326968	4.01523145717002
248321_at	4.31775934191206	4.42897109795301	4.39769304649933	4.39876482665901	4.41766417644908	4.5039830018913
248322_at	3.71675264252382	3.84047442071496	3.83098395215904	3.94344031872182	3.78222274323992	3.89234763148375
248323_at	4.18148991153261	4.23481936512559	4.29532386108759	4.14759545186677	4.25304398246421	4.12449253217285
248324_at	4.70983028833192	4.89247844879752	4.67612488022163	4.94250779984444	4.98220763104097	4.90905025293132
248325_at	5.44306891245131	5.63218199435794	5.46407041389629	5.52566904123469	5.52831911032097	5.46856423090573
248326_at	8.54429905678807	8.67521243960984	8.80366194060829	9.03823435650693	9.69271025792479	9.63276310694462
248327_at	4.6754833805465	5.1359117605544	7.605833284441	6.91114009282694	6.340776183809	6.42749663904206
248328_at	7.38273958268841	7.07909942141745	8.73212093341626	8.97913622472096	9.85490850126553	9.8764872482762
248329_at	10.7505525080174	10.8081713846779	9.33620615259898	9.04711778701349	7.83921169606184	7.8412488014004
248330_at	6.80692621130737	6.86759889256117	5.31508366789196	5.24085047106927	5.3007426366975	5.38656517834809
248331_at	11.2265519719221	11.2278247488365	11.2532216917009	11.7422567961308	11.4720133545372	11.5149278206439
248332_at	7.98732701216535	8.15972314096168	7.30181991764141	7.81184706777049	7.12784611288694	7.46170315043719
248333_at	4.93257749839536	5.01135449826913	4.94305685240444	4.76278697865559	4.95486617158908	5.01936668512404
248334_s_at	7.26958417874603	7.18987510459604	7.05471706479383	6.81975986924615	6.79131841611345	7.00187841290108
248335_at	9.41344688429537	9.09107092682919	7.84165184281141	7.885089846961	8.05062820302211	8.1358687531968
248336_at	9.94043575477257	9.94407285288058	8.95692497022289	8.77063720009079	8.13053318273681	8.13005570676378
248337_at	8.31709649991383	8.03083887996295	12.8478341072099	12.9005327216274	13.842950167621	13.8519032787362
248338_at	11.1695966807275	11.1481305679092	10.6321396938592	10.4037162984934	10.4777814700003	10.449849700202
248339_at	9.99113647399574	10.0167964942917	9.61323372478764	9.63465115862486	9.56013928370385	9.65212448671216
248340_at	8.46258558834345	8.2163793297422	7.47539891957825	7.65456712151225	7.59358644141199	7.5907562822747
248341_at	5.62308278244669	5.47902826989909	5.31496765807051	5.28610535620553	5.24269739888844	5.25453527124204
248342_at	6.82806085515628	6.83059175596334	6.90137215437126	6.7268709047152	6.58202331832862	6.3836368717564
248343_at	4.3230715656924	4.46431080968126	4.22569868432631	4.27380203201501	4.45693114328181	4.34393687374021
248344_at	6.81493278427514	6.59220231426887	6.54499480952324	6.26890180458379	5.43198734150562	5.45720642555915
248345_at	4.18923412969952	4.23204816064036	4.12973579771726	3.96812644315577	4.40640699978884	4.19463316085768
248346_at	7.44205485465468	7.34624731281714	7.37189703155688	7.21483481618846	7.14205226050323	6.97079721493222
248347_at	6.13573310248115	6.26339328051111	6.41468738105903	6.55139232286797	6.36476772905501	6.4215334786356
248348_at	9.28528142536292	9.42385381787625	8.36047147708969	8.18960268102447	7.69932489983978	7.63254489225494
248349_at	9.92009424175965	9.92443248332945	9.6344044156925	9.63232873924981	9.64766950485677	9.65402079069727
