logFC,AveExpr,t,P.Value,adj.P.Val,B
3.433106009671185,9.162876385481413,36.2552328030668,2.8356232331578734e-10,5.711610431567735e-8,14.51082973075158
-2.736714548519374,6.060318809997724,-36.2253802159737,2.8545532187580963e-10,5.711610431567735e-8,14.50410920644435
4.597679070867709,8.030472038468695,36.155558831256975,2.899384393611963e-10,5.750865914633815e-8,14.488365070395906
4.103818160261953,8.898550759378944,35.823342052850776,3.1238127322434246e-10,6.142600726075217e-8,14.412956275262134
4.046864489436734,8.337167486113742,35.70076203393197,3.211494416949091e-10,6.26104167953921e-8,14.38492303133597
3.6856475935557276,8.943140996119176,35.5756776202487,3.3038255985695884e-10,6.386462873167145e-8,14.356199620524132
2.780238338193434,8.649291554706341,35.525330182702014,3.3418275963050087e-10,6.405637602665315e-8,14.34460457229702
3.4399884450964997,8.967535702953754,35.35541561891334,3.473746671355431e-10,6.552703641251206e-8,14.305329668798107
3.001278119843917,7.604211499946031,35.352568015914365,3.476006754017518e-10,6.552703641251206e-8,14.304669566331023
-2.510326629688697,8.002094484106236,-35.08602348804862,3.6950520205555046e-10,6.83584859421884e-8,14.242603438919668
2.4338404274235526,9.36803635574247,35.08509750767383,3.6958395111091907e-10,6.83584859421884e-8,14.242386854982263
2.884952787430099,6.677990789000009,35.025124006783514,3.747246837471189e-10,6.83584859421884e-8,14.228344924282949
-2.7820296404175,8.20627904657941,-35.00483663429249,3.7648177883986435e-10,6.83584859421884e-8,14.223588537462748
3.6331391835441567,9.253867330667473,34.99192396762014,3.7760496399455236e-10,6.83584859421884e-8,14.220559469477083
3.085249594135785,11.482808500922262,34.789943242774704,3.956726006479773e-10,7.106529150220757e-8,14.173007243818587
2.927696135439235,9.700154324056282,34.72518579308154,4.016691773283745e-10,7.157870261609549e-8,14.157692893812607
4.4792231325718115,8.684682611503371,34.55846370728008,4.175826524496628e-10,7.383767676261093e-8,14.11811083371911
2.459787433908545,11.92696077483306,34.501095748464635,4.2322105070700397e-10,7.411640108239722e-8,14.104439240952269
2.830960887815543,7.468047751923494,34.47657050318654,4.2565754238465744e-10,7.411640108239722e-8,14.098586420962084
2.3759222009242738,10.224262219978728,34.33534664984748,4.3999767191542443e-10,7.603293103326388e-8,14.064789213247346
2.608414929538016,5.984176796782223,34.26203683954796,4.4765492719245464e-10,7.634223786739689e-8,14.047180934813044
3.026370982785636,9.45306307430294,34.254208880061206,4.484813623073732e-10,7.634223786739689e-8,14.045298141670534
-2.3554705552167423,8.896344601882479,-34.06990685479491,4.684425533891958e-10,7.91494417985745e-8,14.000824095517848
3.230179197973076,9.116244134117293,34.00488198395698,4.757216430429893e-10,7.923821672544302e-8,13.985066001578526
4.363222268424383,9.398301427727125,34.0031643180101,4.759156375004689e-10,7.923821672544302e-8,13.984649268073982
5.094422973247231,8.807921599127631,33.95212615868283,4.817206387036503e-10,7.962353455674105e-8,13.972255400833776
-3.803135021223966,6.470893724382499,-33.89180224082719,4.886845070898805e-10,7.99714365770899e-8,13.957578658927202
2.504349135409763,6.829509268061694,33.87012885978984,4.912140419674382e-10,7.99714365770899e-8,13.952298133587648
6.525600050879343,7.834986021952348,33.84348895485227,4.943433826115597e-10,7.99714365770899e-8,13.945802177665668
2.951944959126511,7.01992583207313,33.674076937839466,5.147753848871805e-10,8.269032767096188e-8,13.904352803925589
2.6567608399959965,10.133361397159387,33.61917998795313,5.215982698432007e-10,8.3200395350513345e-008,13.890869450253645
2.694370932039372,7.584457346575961,33.37601719879209,5.530656168809948e-10,8.760713000732979e-8,13.830837421802931
2.5564623994257314,12.131903638073872,33.289101371918136,5.648257563177507e-10,8.885293449384756e-8,13.809256728136836
2.31584779075844,8.991293444240762,33.0804586546008,5.942188845830539e-10,9.283652573520176e-8,13.757185094326148
2.619018722711033,6.9801354268728115,32.99762852759039,6.063607389813141e-10,9.370837176442115e-8,13.736407693182189
3.5172199557028065,8.991097845924156,32.98648263328582,6.080157396376296e-10,9.370837176442115e-8,13.733607226769928
2.854195631404509,7.417069513138873,32.9399540164555,6.149795214780816e-10,9.414552271755061e-8,13.721904866365742
2.7135907683219056,10.014020388525143,32.797696297096444,6.368322157740259e-10,9.627254859905187e-8,13.686007317832798
2.3993487606379933,12.368011841856456,32.79461566867487,6.373149863418164e-10,9.627254859905187e-8,13.68522796475258
3.547820619806809,7.627916640231383,32.64844766761556,6.607003236923745e-10,9.91485156804149e-8,13.64815252405232
2.607226140285035,8.870007728188643,32.549174401480876,6.77131926083556e-10,1.0095019107167261e-7,13.622862928553511
2.8641233574707705,9.542370619599293,32.52021501160487,6.820112940681998e-10,1.0101738712789375e-7,13.615468906074463
3.0116319976924277,8.980839557004362,32.423588767757636,6.985795889319327e-10,1.028038737002412e-7,13.590743129192914
3.2016245378940447,9.0436272334014145,32.37262489949192,7.074998840981119e-10,1.034491817710124e-7,13.57766786038694
2.3975584413534765,11.858537825716844,32.208511384509535,7.371052345743925e-10,1.0709153121427957e-7,13.535402088731034
2.403767840111554,9.669291241642789,32.025471912494474,7.717764690360666e-10,1.1027085819375501e-7,13.487970288461812
2.6147564471494,11.176856606714761,32.00765376090678,7.752481898496092e-10,1.1027085819375501e-7,13.483336441412087
4.170901949327134,7.446174151753775,31.999833480516834,7.767774386894461e-10,1.1027085819375501e-7,13.481301742491928
2.315294869520976,8.105132580439355,31.988113277359158,7.790756567088064e-10,1.1027085819375501e-7,13.478251288191545
3.143625908918308,9.90641991199191,31.967379950253708,7.831599748964625e-10,1.1027085819375501e-7,13.47285183018843
4.493808925195317,7.10592531793991,31.893726776373878,7.978646372649413e-10,1.1163718185190728e-7,13.453638369665052
2.309550441917599,11.850987805402688,31.847476315293495,8.072566979595902e-10,1.1163718185190728e-7,13.441547374070423
2.7407313961415447,10.960614507967078,31.846058967506565,8.075464710900789e-10,1.1163718185190728e-7,13.441176528402424
2.4284660019660542,10.401031967926519,31.76864268902205,8.235527798803095e-10,1.1316408981367385e-7,13.420892085863342
-2.22265958158395,6.456923374257359,-31.720802165367083,8.336219777607402e-10,1.138617803157035e-7,13.408328809461041
2.2935767561613165,10.738474744147181,31.635681720096212,8.518811013208014e-10,1.1521298506368752e-7,13.385922053728462
2.843329768048262,8.559572304004064,31.62769793614787,8.536165925367465e-10,1.1521298506368752e-7,13.383816912126848
-2.969242153311355,6.321285665161682,-31.49351399279825,8.8338700701423e-10,1.1672863900010302e-7,13.34834484663214
2.7276209271512997,7.79824846286494,31.48792033546048,8.846530898713435e-10,1.1672863900010302e-7,13.346862407571207
3.1697048372400527,9.357568677961966,31.483033691075487,8.857608122763445e-10,1.1672863900010302e-7,13.345567096865105
6.1233070893378025,8.08638515500171,31.478222105334652,8.868530412056199e-10,1.1672863900010302e-7,13.3442914585646
-3.0544086638279087,6.155705445029446,-31.44987698899077,8.933181361310083e-10,1.1672863900010302e-7,13.336772151203794
3.583962622733681,10.349036278778271,31.427983449742793,8.983479332273072e-10,1.1672863900010302e-7,13.330959020871761
3.693913701213935,8.283900243521321,31.390055119066417,9.071369452661327e-10,1.1672863900010302e-7,13.320877456969994
3.3554246893749013,8.992833866088818,31.387600838385374,9.077089834200007e-10,1.1672863900010302e-7,13.320224618340491
4.5622929973846436,9.193694736612477,31.37392895129291,9.109030136790153e-10,1.1672863900010302e-7,13.316586834304852
2.9546364362518283,10.313787974601144,31.33817677970609,9.193152281207372e-10,1.1710653674902741e-7,13.307065457146836
2.733787026104191,8.468566357237501,31.316381341740367,9.244862873295635e-10,1.1710653674902741e-7,13.301254924376336
4.597838412612992,7.9348356855364575,31.296406949243526,9.292539742031549e-10,1.1710653674902741e-7,13.29592583563434
2.158533259718318,13.47432350476118,31.12892737632376,9.703333110222943e-10,1.2119961580424254e-7,13.251090457523793
-3.7920310804680186,7.8760083305457655,-31.12087189639731,9.723599163602099e-10,1.2119961580424254e-7,13.248927057856585
4.597697173752588,6.976555465082784,31.064255495589283,9.867382688801575e-10,1.221281721501679e-7,13.233704080309144
2.497594659650968,10.350387837676479,31.02011128816233,9.981147888703968e-10,1.221281721501679e-7,13.22181278050663
3.8947559515545,8.566497602629992,31.01154323721798,1.0003398991296458e-9,1.221281721501679e-7,13.219502548623163
2.2687095664508705,9.441331026944072,31.000817981375683,1.0031330815436932e-9,1.221281721501679e-7,13.21660964307853
3.2669868762338705,8.842544876764212,30.987627515172562,1.0065802877786746e-9,1.221281721501679e-7,13.213050245357683
2.5844957992875095,9.185392755986296,30.86655395607374,1.0388503204131988e-9,1.253765915800268e-7,13.180298634537516
3.302400147164338,10.018500206831959,30.823784980120504,1.0505258414374854e-9,1.261183918062581e-7,13.168694431588479
3.080059398037485,9.41940567809911,30.797032315448686,1.0579038965633113e-9,1.263392035633986e-7,13.161426557780453
3.2218054451930938,7.286296770528361,30.741339155962798,1.0734506599851007e-9,1.275281747617716e-7,13.146273518113135
2.1396080931594046,8.60973313845659,30.65587413449893,1.097809372831164e-9,1.2924859953193912e-7,13.12295968640265
2.798233860678028,8.31493536487582,30.650835420048104,1.0992647220164923e-9,1.2924859953193912e-7,13.121582894224227
2.936847959537787,8.264047744799829,30.60543731980109,1.1124752872977515e-9,1.2966215897586187e-7,13.109166655743282
-2.5101847346183943,8.367147089381021,-30.582851429797135,1.1191139366926772e-9,1.2966215897586187e-7,13.102981737475693
2.462379619287894,9.898230237759659,30.580405965024696,1.119835393171626e-9,1.2966215897586187e-7,13.102311762282332
2.114463313121961,10.530335035402178,30.53755860515069,1.1325612075727449e-9,1.3047333911481975e-7,13.090563205061452
-4.076346993335763,9.23654307738335,-30.50347727558043,1.14279940654581e-9,1.3099122845884385e-7,13.081204966565126
2.452158465849319,8.914574052190074,30.3090545891727,1.2032288456267933e-9,1.3722824984373579e-7,13.02759290748259
2.9857308732748606,6.178349515626948,30.171530935862116,1.2481385899006646e-9,1.4164199619718488e-7,12.989436364385208
2.519944443041995,10.934637712066378,30.136312351164367,1.2599400289020722e-9,1.4227342603592211e-7,12.979633340580163
2.094867762445338,10.163089294384772,30.067057745536808,1.2835136491997974e-9,1.4422141053323833e-7,12.960318841468505
2.1341168150158456,8.792072678439137,30.022908049049263,1.2987999877395874e-9,1.4506476694786937e-7,12.947979770511187
3.2503630463638764,10.37562534929464,30.008768978156915,1.30373858940435e-9,1.4506476694786937e-7,12.944023837384174
2.3039280129160433,9.848177441302527,29.8990937780347,1.3427704673845746e-9,1.4868249689826283e-7,12.913266856255072
2.9562038768132233,9.72504450507584,29.880998397256402,1.3493355458178849e-9,1.4868765120824132e-7,12.908180075934224
-2.729764907130873,11.61269194940839,-29.820991306354802,1.3713654940136757e-9,1.503880685057333e-7,12.891286764511355
2.0984789914801674,9.866307795471423,29.803257741637413,1.377952929316013e-9,1.503880685057333e-7,12.886287079999429
3.2194664543332827,8.641206098035864,29.76222649986538,1.39333124167035e-9,1.513423124880985e-7,12.874706207273627
2.1211102520532075,9.29206099552174,29.637773121030534,1.441166481856423e-9,1.5579624384428915e-7,12.83947013187307
2.483308258690677,9.180908656753743,29.560305416047278,1.471871632606506e-9,1.5836505631959622e-7,12.8174532119794
2.2686731607700352,8.480654139958654,29.527934262019773,1.4849191961233145e-9,1.584501733146933e-7,12.808233951168669
4.115067815015022,8.114890015015554,29.514681330653715,1.4902983443114498e-9,1.584501733146933e-7,12.804456272891192
2.937146107947453,8.656256192802608,29.506813054919068,1.493502291216969e-9,1.584501733146933e-7,12.802212564949508
2.575161591757155,11.209432215124721,29.48349935663664,1.5030410545988038e-9,1.5872391877499405e-7,12.795560529911866
2.729089109940503,7.225082295833415,29.35088004739367,1.5586198257651488e-9,1.638346462013965e-7,12.757608460420721
-2.110395815463609,6.110495159231231,-29.30239868009581,1.5795102843593033e-9,1.652689430561271e-7,12.743686576473264
2.9266736867249055,9.095506443608459,29.255650600474105,1.599951833498163e-9,1.6619470151054002e-7,12.730238057046131
2.1521449026996713,10.599242312482533,29.248895648953958,1.6029300452572909e-9,1.6619470151054002e-7,12.728292805654652
3.5752262279196465,9.612116126239862,29.232386897116278,1.610234854090606e-9,1.6619663810772274e-7,12.723536602294109
2.777674379949996,6.897181325227015,29.204330836358412,1.6227349690980061e-9,1.6673236326633117e-7,12.715446721294411
3.269601471802847,10.165182256137765,29.160599526627788,1.6424367681963364e-9,1.6799992234331138e-7,12.70281963330246
2.5548822948132637,9.148034177929384,29.139637739110906,1.6519755096284406e-9,1.6822125613671753e-7,12.696759588319642
-4.761258802186616,8.618246296162363,-29.01542299483332,1.7097916227185642e-9,1.7311819114044887e-7,12.660749204300755
2.5429490300051762,7.981246152871215,29.00395312887274,1.7152438052495154e-9,1.7311819114044887e-7,12.657415386790637
4.557911000754727,9.019304139939438,28.98120353940194,1.7261156017600386e-9,1.7344800385967612e-7,12.650798674605392
2.5332177322536005,8.959315782917555,28.886391210610476,1.7722656812692777e-9,1.7730429907786063e-7,12.623160167578122
-3.436052964201102,8.931092850116938,-28.69976079422785,1.867210232979969e-9,1.855107835492835e-7,12.568460182009078
-1.9543638154538705,8.924537520918465,-28.693371376930116,1.87056029006292e-9,1.855107835492835e-7,12.566580502684099
2.9008225468250535,7.522834704551929,28.653487324209824,1.891625100845925e-9,1.856431753767059e-7,12.554836648046878
2.1442302373787667,8.136716437048841,28.641983352397347,1.897750298430057e-9,1.856431753767059e-7,12.551445933881917
2.6832241807914077,10.39208899459264,28.635327353388256,1.901304392726799e-9,1.856431753767059e-7,12.54948343522509
2.451716897319761,8.441762561075857,28.62944811127223,1.904449935911845e-9,1.856431753767059e-7,12.54774953970153
2.2563262170589713,10.527804057994459,28.546434815812074,1.9494932015204533e-9,1.8922527628375124e-7,12.523225166937097
3.3288279563291407,8.754167941185546,28.528496814594963,1.9593827228105633e-9,1.893793216411396e-7,12.517915406344583
2.968448044388734,8.042307319697839,28.503373592014675,1.9733283416589296e-9,1.8992244503476872e-7,12.510472551240289
2.119606454423992,8.726024071007792,28.359891903792054,2.0551395091110295e-9,1.969652613563974e-7,12.467825782001595
-1.9449362926652416,9.29652645651324,-28.300778180911852,2.08994670867186e-9,1.994631147481386e-7,12.450186005513375
3.848028065483354,8.693710605836976,28.193111805022635,2.155055369558977e-9,2.0397058075062845e-7,12.417952966838756
2.1400492762702825,10.031588588248935,28.193104893942788,2.155059621258284e-9,2.0397058075062845e-7,12.41795089344222
4.077915092106766,9.332826751737155,28.101060025210028,2.2125296047362624e-9,2.0854462927286838e-7,12.390286544620556
2.0906729217846394,12.392263210947736,28.01767321069405,2.2660815705336583e-9,2.1271325359618414e-7,12.365137874566846
2.736425538904278,8.410607345539427,27.97636713647986,2.293146288631986e-9,2.1437158542498193e-7,12.35264974560779
2.067335261152686,8.97971636374469,27.898707575391523,2.34501830769547e-9,2.183259901980966e-7,12.329115658634196
2.918821796107099,8.460572659415723,27.880391846528727,2.3574431562947082e-9,2.1859056258163534e-7,12.323554702944792
4.241365193572921,7.183604387955613,27.78833328290555,2.4210222328323824e-9,2.2357699243282043e-7,12.295543117289222
2.4848590428534276,8.996168829359412,27.742025897670313,2.4537294588459148e-9,2.256837457914327e-7,12.281414042246402
2.6056425863000348,5.993439566351451,27.543200171025,2.599910142347521e-9,2.3743698221125878e-7,12.220453040852343
1.9540146912289007,8.725411986727183,27.533178511875597,2.6075328423810988e-9,2.3743698221125878e-7,12.217367551105626
